endTime,artistName,trackName,msPlayed
2020-11-27 18:34,blink-182,Down,37359
2020-11-27 18:34,blink-182,Aliens Exist,3808
2020-11-27 18:37,blink-182,Bored To Death,235613
2020-11-27 18:40,blink-182,Dumpweed,143893
2020-11-27 18:56,blink-182,After Midnight,24983
2020-11-29 00:04,blink-182,After Midnight,44651
2020-11-29 00:05,blink-182,Josie,51919
2020-11-29 00:08,blink-182,Please Take Me Home,185640
2020-11-29 00:11,blink-182,Going Away To College,179333
2020-11-29 00:14,blink-182,Mutt,7502
2020-11-29 00:14,blink-182,Give Me One Good Reason,15139
2020-11-29 00:14,blink-182,Don't Leave Me,143573
2020-11-29 00:17,blink-182,Happy Days,179000
2020-11-29 00:19,blink-182,Story Of A Lonely Guy,115161
2020-12-02 05:11,24kGoldn,CITY OF ANGELS,15594
2020-12-02 05:11,Elton John,I'm Still Standing,28522
2020-12-04 21:34,CORPSE,E-GIRLS ARE RUINING MY LIFE!,78239
2020-12-04 21:36,CORPSE,E-GIRLS ARE RUINING MY LIFE!,15429
2020-12-04 21:36,CORPSE,Miss YOU!,92566
2020-12-08 02:09,Miley Cyrus,Bad Karma (feat. Joan Jett),32938
2020-12-08 02:10,CORPSE,E-GIRLS ARE RUINING MY LIFE!,14976
2020-12-09 06:39,Miley Cyrus,Plastic Hearts,205733
2020-12-09 06:41,Miley Cyrus,Angels Like You,132720
2020-12-09 20:38,Miley Cyrus,Angels Like You,952
2020-12-09 20:41,Miley Cyrus,WTF Do I Know,171800
2020-12-09 20:44,Miley Cyrus,Plastic Hearts,205733
2020-12-09 20:47,Miley Cyrus,Angels Like You,196453
2020-12-09 20:50,Miley Cyrus,Prisoner (feat. Dua Lipa),169333
2020-12-09 20:53,Miley Cyrus,Gimme What I Want,151720
2020-12-09 20:56,Miley Cyrus,Night Crawling (feat. Billy Idol),189013
2020-12-09 21:00,Miley Cyrus,Midnight Sky,223280
2020-12-09 21:02,Miley Cyrus,High,145717
2020-12-09 23:13,Kesha,Your Love Is My Drug,6613
2020-12-09 23:18,Megan Thee Stallion,Savage,8768
2020-12-09 23:18,T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),7040
2020-12-09 23:19,Megan Thee Stallion,Girls in the Hood,18368
2020-12-10 19:27,Miley Cyrus,Plastic Hearts,205733
2020-12-10 19:30,Miley Cyrus,Angels Like You,196453
2020-12-10 19:31,Miley Cyrus,Gimme What I Want,27794
2020-12-10 19:31,Miley Cyrus,Prisoner (feat. Dua Lipa),12475
2020-12-10 19:34,Miley Cyrus,Night Crawling (feat. Billy Idol),189013
2020-12-10 19:38,Miley Cyrus,Midnight Sky,223280
2020-12-10 19:41,Miley Cyrus,High,196760
2020-12-10 19:44,Miley Cyrus,Hate Me,157800
2020-12-10 19:47,Miley Cyrus,Bad Karma (feat. Joan Jett),188200
2020-12-10 19:51,Miley Cyrus,Never Be Me,215520
2020-12-10 19:55,Miley Cyrus,Golden G String,235746
2020-12-10 19:58,Miley Cyrus,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),220636
2020-12-10 20:02,Miley Cyrus,Heart Of Glass (Live from the iHeart Festival),213671
2020-12-10 20:02,Miley Cyrus,Zombie (Live from the NIVA Save Our Stages Festival),8237
2020-12-10 20:36,Miley Cyrus,Plastic Hearts,208
2020-12-10 20:40,Miley Cyrus,Plastic Hearts,205733
2020-12-10 20:40,Miley Cyrus,Prisoner (feat. Dua Lipa),10309
2020-12-10 20:40,Miley Cyrus,Angels Like You,16342
2020-12-10 20:40,Miley Cyrus,Angels Like You,789
2020-12-10 20:44,Miley Cyrus,Plastic Hearts,205733
2020-12-10 20:44,Miley Cyrus,Prisoner (feat. Dua Lipa),6594
2020-12-10 20:44,Miley Cyrus,Angels Like You,3571
2020-12-10 20:46,Miley Cyrus,Gimme What I Want,151720
2020-12-10 20:50,Miley Cyrus,Night Crawling (feat. Billy Idol),189013
2020-12-10 20:53,Miley Cyrus,Midnight Sky,223280
2020-12-10 20:56,Miley Cyrus,High,127360
2020-12-11 03:21,Miley Cyrus,Plastic Hearts,205733
2020-12-11 03:21,Miley Cyrus,Angels Like You,4523
2020-12-11 03:24,Miley Cyrus,Prisoner (feat. Dua Lipa),169333
2020-12-11 03:27,Miley Cyrus,Gimme What I Want,151720
2020-12-11 03:29,Miley Cyrus,Night Crawling (feat. Billy Idol),124955
2020-12-11 03:31,CORPSE,E-GIRLS ARE RUINING MY LIFE!,105176
2020-12-11 03:31,CORPSE,Miss YOU!,20965
2020-12-11 03:32,CORPSE,Cat Girls Are Ruining My Life!,37407
2020-12-11 03:35,CORPSE,E-GIRLS ARE RUINING MY LIFE!,172222
2020-12-11 03:36,CORPSE,White Tee,72051
2020-12-11 03:39,Miley Cyrus,Plastic Hearts,205733
2020-12-11 03:40,Miley Cyrus,Angels Like You,35429
2020-12-11 03:41,Green Day,Ordinary World,6805
2020-12-11 03:41,Green Day,Somewhere Now,35797
2020-12-11 03:42,Green Day,Say Goodbye,10837
2020-12-11 03:43,Green Day,Still Breathing,51263
2020-12-11 04:01,Hayley Williams,Why We Ever,263400
2020-12-11 04:04,Billie Eilish,lovely (with Khalid),200185
2020-12-11 04:09,blackbear,idfc,245172
2020-12-11 04:13,Taylor Swift,epiphany,28330
2020-12-11 04:13,Taylor Swift,Paper Rings,1207
2020-12-11 04:13,Taylor Swift,this is me trying,859
2020-12-11 04:13,Beyoncé,Savage Remix (feat. Beyoncé),242000
2020-12-11 04:17,Taylor Swift,peace,234000
2020-12-11 04:21,Halsey,Still Learning,211784
2020-12-11 04:23,Kash Doll,Doin Too Much,149092
2020-12-11 04:23,Taylor Swift,Lover,5833
2020-12-11 05:23,Taylor Swift,willow,214706
2020-12-11 05:27,Taylor Swift,champagne problems,244000
2020-12-11 05:30,Taylor Swift,gold rush,185320
2020-12-11 05:34,Taylor Swift,‘tis the damn season,229840
2020-12-11 05:38,Taylor Swift,tolerate it,245440
2020-12-11 05:43,Taylor Swift,happiness,10815
2020-12-11 05:43,Taylor Swift,willow,353
2020-12-11 05:43,Taylor Swift,"no body, no crime (feat. HAIM)",215626
2020-12-11 15:11,Taylor Swift,happiness,304351
2020-12-11 15:12,Taylor Swift,dorothea,72229
2020-12-12 00:06,Taylor Swift,dorothea,153597
2020-12-12 00:10,Taylor Swift,coney island (feat. The National),275320
2020-12-12 00:14,Taylor Swift,ivy,260440
2020-12-12 00:19,Taylor Swift,cowboy like me,275040
2020-12-12 00:19,Taylor Swift,long story short,9215
2020-12-12 05:06,Miley Cyrus,Plastic Hearts,205733
2020-12-12 05:11,Miley Cyrus,Zombie (Live from the NIVA Save Our Stages Festival),290767
2020-12-12 05:12,Miley Cyrus,WTF Do I Know,673
2020-12-12 05:12,Miley Cyrus,Never Be Me,61287
2020-12-12 05:12,Miley Cyrus,Prisoner (feat. Dua Lipa),626
2020-12-12 05:12,Miley Cyrus,Angels Like You,1114
2020-12-12 05:16,Miley Cyrus,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),220636
2020-12-12 05:20,Miley Cyrus,Midnight Sky,223280
2020-12-12 05:22,Miley Cyrus,Hate Me,94041
2020-12-12 15:14,Miley Cyrus,WTF Do I Know,743
2020-12-12 15:14,Miley Cyrus,Gimme What I Want,650
2020-12-12 15:14,Miley Cyrus,Hate Me,139
2020-12-12 15:14,Miley Cyrus,Hate Me,1741
2020-12-12 15:14,Miley Cyrus,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),1184
2020-12-12 15:14,Miley Cyrus,High,766
2020-12-12 15:14,Miley Cyrus,High,208
2020-12-12 15:14,Miley Cyrus,Midnight Sky,162
2020-12-12 15:14,Miley Cyrus,Never Be Me,534
2020-12-12 15:14,Miley Cyrus,Zombie (Live from the NIVA Save Our Stages Festival),743
2020-12-12 15:14,Miley Cyrus,Prisoner (feat. Dua Lipa),743
2020-12-12 15:14,Miley Cyrus,Angels Like You,719
2020-12-12 15:17,Miley Cyrus,Plastic Hearts,205733
2020-12-12 15:18,Miley Cyrus,Zombie (Live from the NIVA Save Our Stages Festival),76585
2020-12-12 15:19,Miley Cyrus,Never Be Me,5294
2020-12-12 15:21,Miley Cyrus,Prisoner (feat. Dua Lipa),169333
2020-12-12 15:25,Miley Cyrus,Angels Like You,196453
2020-12-12 15:47,Miley Cyrus,WTF Do I Know,13626
2020-12-13 00:06,Miley Cyrus,WTF Do I Know,158371
2020-12-13 00:10,Miley Cyrus,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),220636
2020-12-13 00:13,Miley Cyrus,Midnight Sky,223280
2020-12-13 00:15,Miley Cyrus,Gimme What I Want,40495
2020-12-13 00:15,Miley Cyrus,Hate Me,71077
2020-12-13 00:15,Miley Cyrus,High,4736
2020-12-13 00:15,Miley Cyrus,Bad Karma (feat. Joan Jett),5851
2020-12-13 00:16,Miley Cyrus,Night Crawling (feat. Billy Idol),40960
2020-12-13 00:16,Miley Cyrus,Golden G String,3900
2020-12-13 00:20,Miley Cyrus,Heart Of Glass (Live from the iHeart Festival),213671
2020-12-13 00:21,Miley Cyrus,Plastic Hearts,50535
2020-12-13 01:49,Miley Cyrus,Plastic Hearts,205733
2020-12-13 01:54,Miley Cyrus,Zombie (Live from the NIVA Save Our Stages Festival),290767
2020-12-13 01:57,Miley Cyrus,Never Be Me,215520
2020-12-13 02:00,Miley Cyrus,Prisoner (feat. Dua Lipa),169333
2020-12-13 02:03,Miley Cyrus,Angels Like You,165255
2020-12-15 19:38,Miley Cyrus,WTF Do I Know,998
2020-12-15 19:38,Miley Cyrus,Angels Like You,859
2020-12-15 19:41,Miley Cyrus,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),220636
2020-12-15 19:45,Miley Cyrus,Midnight Sky,223280
2020-12-15 19:48,Miley Cyrus,Hate Me,157800
2020-12-15 19:51,Miley Cyrus,High,196760
2020-12-15 19:53,Miley Cyrus,Gimme What I Want,122772
2020-12-15 21:29,Miley Cyrus,Gimme What I Want,154622
2020-12-15 21:29,Miley Cyrus,Bad Karma (feat. Joan Jett),41666
2020-12-15 21:29,Miley Cyrus,Golden G String,1114
2020-12-15 21:32,Miley Cyrus,Night Crawling (feat. Billy Idol),189013
2020-12-15 21:36,Miley Cyrus,Heart Of Glass (Live from the iHeart Festival),213671
2020-12-15 21:38,Miley Cyrus,Plastic Hearts,132672
2020-12-16 14:31,Miley Cyrus,Plastic Hearts,205733
2020-12-16 14:36,Miley Cyrus,Zombie (Live from the NIVA Save Our Stages Festival),290767
2020-12-16 14:40,Miley Cyrus,Never Be Me,215520
2020-12-16 14:43,Miley Cyrus,Prisoner (feat. Dua Lipa),169333
2020-12-16 14:46,Miley Cyrus,Angels Like You,196453
2020-12-16 14:49,Miley Cyrus,WTF Do I Know,171800
2020-12-16 15:11,Miley Cyrus,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),17273
2020-12-16 23:44,Miley Cyrus,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),203556
2020-12-16 23:48,Miley Cyrus,Midnight Sky,223280
2020-12-16 23:51,Miley Cyrus,Hate Me,157800
2020-12-16 23:54,Miley Cyrus,High,196760
2020-12-16 23:56,Miley Cyrus,Gimme What I Want,99078
2020-12-17 17:35,Miley Cyrus,Gimme What I Want,3498
2020-12-17 17:37,CORPSE,E-GIRLS ARE RUINING MY LIFE!,105176
2020-12-17 17:38,CORPSE,Cabin Fever,86666
2020-12-17 17:39,CORPSE,White Tee - Alternate Bass Boosted Version,68383
2020-12-17 17:41,CORPSE,E-GIRLS ARE RUINING MY LIFE!,105176
2020-12-17 17:42,CORPSE,White Tee,75208
2020-12-17 17:42,Hayley Williams,Why We Ever,1536
2020-12-17 17:42,Billie Eilish,lovely (with Khalid),2368
2020-12-17 17:46,Halsey,3am,234858
2020-12-17 17:50,blackbear,do re mi,212027
2020-12-17 17:53,Falling In Reverse,Popular Monster,220537
2020-12-17 17:56,Hayley Williams,Over Yet,140336
2020-12-17 17:59,Taylor Swift,Cruel Summer,178426
2020-12-17 18:02,blackbear,hot girl bummer,188343
2020-12-17 18:05,Doja Cat,Say So (feat. Nicki Minaj),206220
2020-12-17 18:40,Hayley Williams,Roses/Lotus/Violet/Iris,321044
2020-12-17 18:42,Halsey,killing boys,143364
2020-12-17 18:50,Wallows,Ice Cold Pool,3161
2020-12-17 22:04,Taylor Swift,Cruel Summer,54309
2020-12-17 22:04,Wallows,Ice Cold Pool,234557
2020-12-17 22:08,Hayley Williams,Pure Love,187086
2020-12-17 22:10,Halsey,SUGA's Interlude,138204
2020-12-17 22:13,Wallows,Scrawny,166520
2020-12-17 22:16,Hayley Williams,Over Yet,12410
2020-12-17 22:16,Taylor Swift,You Need To Calm Down,171360
2020-12-17 22:21,Hillsong Young & Free,First Love,316253
2020-12-17 22:29,Wallows,Are You Bored Yet? (feat. Clairo),136849
2020-12-17 22:33,Wallows,Are You Bored Yet? (feat. Clairo),41377
2020-12-17 22:40,Vertical Worship,The Rock Won't Move,436895
2020-12-17 22:45,Passion,Glorious Day - Live,298520
2020-12-17 22:46,Austin Stone Worship,Center My Life (Live),25849
2020-12-17 23:31,Austin Stone Worship,Center My Life (Live),291830
2020-12-17 23:33,Will Reagan,Set a Fire,113763
2020-12-17 23:33,Hayley Williams,Why We Ever,3993
2020-12-17 23:33,Billie Eilish,lovely (with Khalid),10657
2020-12-17 23:35,CORPSE,Cat Girls Are Ruining My Life!,3250
2020-12-17 23:35,CORPSE,White Tee,7337
2020-12-17 23:35,CORPSE,E-GIRLS ARE RUINING MY LIFE!,105176
2020-12-17 23:35,CORPSE,Miss YOU!,4711
2020-12-17 23:37,CORPSE,Never Satisfied,119431
2020-12-17 23:39,CORPSE,White Tee - Alternate Bass Boosted Version,10635
2020-12-17 23:39,CORPSE,Cabin Fever,86666
2020-12-17 23:42,Taylor Swift,evermore (feat. Bon Iver),219800
2020-12-18 17:21,Taylor Swift,evermore (feat. Bon Iver),84306
2020-12-18 17:25,Taylor Swift,tolerate it,245440
2020-12-18 17:29,Taylor Swift,long story short,215920
2020-12-18 17:33,Taylor Swift,‘tis the damn season,229840
2020-12-18 17:35,Miley Cyrus,WTF Do I Know,3436
2020-12-18 17:35,Miley Cyrus,High,3622
2020-12-18 17:35,Taylor Swift,willow,146531
2020-12-18 17:38,Miley Cyrus,Prisoner (feat. Dua Lipa),169333
2020-12-18 17:42,Miley Cyrus,Heart Of Glass (Live from the iHeart Festival),213671
2020-12-18 17:45,Miley Cyrus,Angels Like You,196453
2020-12-18 17:50,Miley Cyrus,Plastic Hearts,195470
2020-12-18 18:55,Miley Cyrus,Hate Me,5254
2020-12-18 18:55,Miley Cyrus,Plastic Hearts,208171
2020-12-18 19:04,Miley Cyrus,Midnight Sky,177052
2020-12-19 18:08,Miley Cyrus,Midnight Sky,46504
2020-12-19 18:12,Miley Cyrus,Never Be Me,215520
2020-12-19 18:14,Miley Cyrus,Night Crawling (feat. Billy Idol),118874
2020-12-19 18:14,Miley Cyrus,Night Crawling (feat. Billy Idol),5085
2020-12-19 18:15,Miley Cyrus,Night Crawling (feat. Billy Idol),65325
2020-12-19 18:16,Miley Cyrus,WTF Do I Know,1253
2020-12-19 18:16,Miley Cyrus,Hate Me,859
2020-12-19 18:16,Miley Cyrus,High,20410
2020-12-19 18:16,Miley Cyrus,Never Be Me,9082
2020-12-19 18:16,Miley Cyrus,Bad Karma (feat. Joan Jett),2229
2020-12-19 18:16,Miley Cyrus,Heart Of Glass (Live from the iHeart Festival),2414
2020-12-19 18:16,Miley Cyrus,Zombie (Live from the NIVA Save Our Stages Festival),1904
2020-12-19 18:16,Miley Cyrus,Prisoner (feat. Dua Lipa),1300
2020-12-19 18:16,Miley Cyrus,Angels Like You,835
2020-12-19 18:19,Miley Cyrus,Plastic Hearts,205733
2020-12-19 18:21,Miley Cyrus,Gimme What I Want,97599
2020-12-19 18:25,Miley Cyrus,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),220636
2020-12-19 18:28,Miley Cyrus,Midnight Sky,223280
2020-12-19 18:30,Miley Cyrus,Golden G String,4851
2020-12-19 18:30,CORPSE,E-GIRLS ARE RUINING MY LIFE!,105176
2020-12-19 18:34,Three Days Grace,I Hate Everything About You,231480
2020-12-19 18:35,Weezer,Island In The Sun,17123
2020-12-19 18:38,Harvey Danger,Flagpole Sitta,208422
2020-12-19 18:41,Three Days Grace,Never Too Late,209333
2020-12-19 18:45,Empire of the Sun,Walking On A Dream,198440
2020-12-19 18:49,Fall Out Boy,"Sugar, We're Goin Down",229093
2020-12-19 18:53,3 Doors Down,Kryptonite,233933
2020-12-19 19:01,Green Day,Holiday / Boulevard of Broken Dreams,493400
2020-12-19 19:04,Lustra,Scotty Doesn't Know (The Second Coming) - Bonus Track,182613
2020-12-19 19:07,Red Hot Chili Peppers,Universally Speaking,193935
2020-12-19 19:12,The Goo Goo Dolls,Iris,289533
2020-12-19 19:15,Four Year Strong,Absolutely (Story of a Girl),175866
2020-12-19 19:18,Falling In Reverse,Good Girls Bad Guys,195373
2020-12-19 19:19,Forever The Sickest Kids,What Do You Want From Me,28775
2020-12-19 19:23,Nirvana,Heart-Shaped Box,281160
2020-12-19 19:24,Simple Plan,I'm Just a Kid,4086
2020-12-19 19:24,System Of A Down,Chop Suey!,4249
2020-12-19 19:24,Lit,Miserable,38380
2020-12-19 19:27,Panic! At The Disco,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,200226
2020-12-19 19:28,Radiohead,Creep,5768
2020-12-19 19:33,Red Hot Chili Peppers,Snow (Hey Oh),334666
2020-12-19 19:33,Goldfinger,99 Red Balloons,24162
2020-12-19 19:34,All Time Low,Weightless,5410
2020-12-19 19:34,The All-American Rejects,Dirty Little Secret,48367
2020-12-19 19:38,My Chemical Romance,Helena,204733
2020-12-19 19:38,Foo Fighters,Everlong,9945
2020-12-19 19:41,Bowling For Soup,1985,193000
2020-12-19 19:45,Mayday Parade,Miserable At Best,202539
2020-12-19 19:48,Sugarcult,Bouncing Off The Walls,43064
2020-12-19 19:48,Green Day,When I Come Around,178000
2020-12-19 19:52,blink-182,I Miss You,227240
2020-12-19 19:55,Fall Out Boy,"Dance, Dance",180266
2020-12-19 19:58,Yellowcard,Ocean Avenue,198266
2020-12-19 20:01,My Chemical Romance,Teenagers,161920
2020-12-19 20:03,Fountains Of Wayne,Stacy's Mom,112734
2020-12-19 20:08,Red Hot Chili Peppers,Give It Away,282906
2020-12-19 20:09,No Doubt,Just A Girl,66564
2020-12-19 20:12,Falling In Reverse,The Drug In Me Is You,218786
2020-12-19 20:13,Red Hot Chili Peppers,Can't Stop,22293
2020-12-19 20:16,Finger Eleven,Paralyzer,208106
2020-12-19 20:17,Panic! At The Disco,I Write Sins Not Tragedies,14746
2020-12-19 20:18,Weezer,Pork And Beans,3970
2020-12-19 20:18,Three Days Grace,Gone Forever,101192
2020-12-19 20:22,Red Hot Chili Peppers,By the Way,10029
2020-12-19 20:22,Avril Lavigne,Sk8er Boi,204000
2020-12-19 20:25,Papa Roach,Last Resort,187431
2020-12-19 20:26,New Radicals,You Get What You Give,33901
2020-12-19 20:28,3 Doors Down,When I'm Gone,120256
2020-12-19 20:28,blink-182,Dumpweed,882
2020-12-19 20:28,Incubus,Stellar,18924
2020-12-19 20:28,blink-182,Pathetic,812
2020-12-19 20:31,blink-182,Every Time I Look For You,185026
2020-12-19 20:34,blink-182,Dammit,165373
2020-12-19 20:34,blink-182,Easy Target,5374
2020-12-19 20:38,blink-182,Bored To Death,235613
2020-12-19 20:42,blink-182,Ghost On The Dance Floor,257520
2020-12-19 20:46,blink-182,Misery,231986
2020-12-19 20:50,blink-182,Anthem Part Two,227200
2020-12-19 20:52,blink-182,Don't Leave Me,143573
2020-12-19 20:56,blink-182,Waggy,196533
2020-12-19 20:59,blink-182,Dogs Eating Dogs,210520
2020-12-19 21:03,blink-182,Story Of A Lonely Guy,219666
2020-12-19 21:04,blink-182,M+M's,24078
2020-12-19 21:07,blink-182,No Future,225813
2020-12-19 21:10,blink-182,Reckless Abandon,186173
2020-12-19 21:14,blink-182,Home Is Such A Lonely Place,201480
2020-12-19 21:17,blink-182,Blame It On My Youth,185986
2020-12-19 21:19,blink-182,The Party Song,138026
2020-12-19 21:25,blink-182,What's My Age Again?,148360
2020-12-19 21:28,blink-182,She's Out Of Her Mind,162720
2020-12-19 21:36,blink-182,I Really Wish I Hated You,12336
2020-12-19 22:33,blink-182,I Really Wish I Hated You,178962
2020-12-19 22:47,blink-182,All The Small Things,131382
2020-12-19 22:51,Miley Cyrus,Plastic Hearts,205733
2020-12-19 22:51,Miley Cyrus,Prisoner (feat. Dua Lipa),24062
2020-12-20 14:29,Miley Cyrus,Prisoner (feat. Dua Lipa),1509
2020-12-20 14:33,Miley Cyrus,Plastic Hearts,205733
2020-12-20 14:33,Miley Cyrus,Prisoner (feat. Dua Lipa),12893
2020-12-20 14:36,Taylor Swift,willow,214706
2020-12-20 14:40,Taylor Swift,"no body, no crime (feat. HAIM)",215626
2020-12-20 14:44,Taylor Swift,‘tis the damn season,229840
2020-12-20 14:46,Taylor Swift,coney island (feat. The National),97688
2020-12-20 14:49,Justin Bieber,Love Me,191573
2020-12-20 14:52,Outkast,Hey Ya!,199879
2020-12-20 14:55,Selena Gomez & The Scene,Love You Like A Love Song,188453
2020-12-20 14:55,Internet Money,Lemonade,3761
2020-12-20 14:55,Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,4886
2020-12-20 14:58,Kevin Gates,Thinking with My Dick (feat. Juicy J),158336
2020-12-20 15:01,LMFAO,Sorry For Party Rocking,198832
2020-12-20 15:04,Roddy Ricch,The Box,4736
2020-12-20 15:04,L.B. One,My Mother Told Me - Vikings Cut Edit,148677
2020-12-20 15:06,Breakbot,Baby I'm Yours,5967
2020-12-20 15:06,Nicki Minaj,Anaconda,3436
2020-12-20 15:06,Fifth Harmony,Worth It (feat. Kid Ink),4086
2020-12-20 15:06,Camila Cabello,Havana (feat. Young Thug),95387
2020-12-20 15:08,Michael Jackson,The Way You Make Me Feel - 2012 Remaster,132191
2020-12-20 15:08,Katy Perry,Last Friday Night (T.G.I.F.),10843
2020-12-20 15:14,Kenny Loggins,"Footloose - From ""Footloose"" Soundtrack",206077
2020-12-21 18:21,Adele,Rolling in the Deep,4667
2020-12-21 18:21,Ariana Grande,"thank u, next",0
2020-12-21 18:21,Pitbull,Fireball (feat. John Ryan),255
2020-12-21 18:25,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",3111
2020-12-21 18:25,Ariana Grande,"thank u, next",5019
2020-12-21 18:25,Pitbull,Fireball (feat. John Ryan),236200
2020-12-21 18:28,Lil Nas X,HOLIDAY,154997
2020-12-21 18:31,Ariana Grande,7 rings,161779
2020-12-21 18:32,Michel Dj,Palm Tree,100333
2020-12-21 18:35,Matthew Wilder,Break My Stride,928
2020-12-21 18:35,Matthew Wilder,Break My Stride,3088
2020-12-21 18:35,Kenny Loggins,"Footloose - From ""Footloose"" Soundtrack",2275
2020-12-21 18:35,Kenny Loggins,"Footloose - From ""Footloose"" Soundtrack",7174
2020-12-21 18:35,BENEE,Supalonely,164257
2020-12-21 18:37,Matthew Wilder,Break My Stride,116146
2020-12-21 18:37,Kenny Loggins,"Footloose - From ""Footloose"" Soundtrack",3761
2020-12-21 18:39,LMFAO,Sexy And I Know It,72980
2020-12-21 18:42,Elton John,I'm Still Standing,183440
2020-12-21 18:45,Neon Trees,Everybody Talks,177280
2020-12-21 18:49,ABBA,Super Trouper,254600
2020-12-21 18:49,SAINt JHN,Roses - Imanbek Remix,10425
2020-12-21 18:49,Miley Cyrus,Wrecking Ball,12510
2020-12-21 18:50,Lil Mosey,Blueberry Faygo,59094
2020-12-21 18:51,Eminem,Without Me,65201
2020-12-21 18:55,Lady Gaga,Telephone,220626
2020-12-21 18:58,Powfu,death bed (coffee for your head),173333
2020-12-21 18:58,Dion,Runaround Sue,27619
2020-12-21 19:00,Roddy Ricch,The Box,62136
2020-12-21 19:00,Doja Cat,Say So,2693
2020-12-21 19:04,Lady Gaga,Bad Romance,294573
2020-12-21 19:08,Justin Bieber,Sorry,3065
2020-12-21 19:08,Soulja Boy,Kiss Me Thru The Phone,193386
2020-12-21 19:08,The Travelling Kisses,Love Me Love Me Say That You Love Me,6507
2020-12-21 19:10,Jack Harlow,WHATS POPPIN,139741
2020-12-21 19:10,WALK THE MOON,Shut Up and Dance,1091
2020-12-21 19:10,Meghan Trainor,NO,9736
2020-12-21 19:10,Jason Derulo,Wiggle (feat. Snoop Dogg),1346
2020-12-21 19:10,The Weeknd,I Feel It Coming,1369
2020-12-21 19:11,Lil Nas X,Old Town Road,69
2020-12-21 19:11,David Guetta,Sexy Bitch (feat. Akon),1277
2020-12-21 19:14,Lil Nas X,Old Town Road,16643
2020-12-21 19:14,Fat Joe,All The Way Up,0
2020-12-21 19:14,L.B. One,My Mother Told Me - Vikings Cut Edit,1811
2020-12-21 19:14,Bon Jovi,You Give Love A Bad Name,0
2020-12-21 19:14,David Guetta,Sexy Bitch (feat. Akon),195853
2020-12-21 19:17,L.B. One,My Mother Told Me - Vikings Cut Edit,187392
2020-12-21 19:21,Fat Joe,All The Way Up,191942
2020-12-21 19:24,Avril Lavigne,Girlfriend,216131
2020-12-21 19:28,MAGIC!,Rude,224840
2020-12-21 19:32,LMFAO,Party Rock Anthem,262173
2020-12-21 19:36,Smash Mouth,All Star,200373
2020-12-21 19:39,Beyoncé,Single Ladies (Put a Ring on It),193213
2020-12-21 19:41,Khalid,Location,134543
2020-12-21 21:16,Blanco Brown,The Git Up,301
2020-12-21 21:16,Cardi B,I Like It,4272
2020-12-21 21:16,Cardi B,I Like It,6280
2020-12-21 21:16,Khalid,Location,84428
2020-12-21 21:16,Luis Fonsi,Despacito - Remix,952
2020-12-21 21:16,Luis Fonsi,Despacito - Remix,2182
2020-12-21 21:17,Blanco Brown,The Git Up,2275
2020-12-21 21:17,Luis Fonsi,Despacito - Remix,7941
2020-12-21 21:21,Usher,Yeah! (feat. Lil Jon & Ludacris),250373
2020-12-21 21:22,MKTO,Classic,40397
2020-12-21 23:31,MKTO,Classic,60371
2020-12-21 23:33,CORPSE,E-GIRLS ARE RUINING MY LIFE!,105176
2020-12-21 23:34,CORPSE,White Tee - Alternate Bass Boosted Version,2739
2020-12-21 23:34,CORPSE,White Tee - Alternate Bass Boosted Version,83566
2020-12-21 23:37,Rise Against,Swing Life Away,200066
2020-12-21 23:39,Green Day,When I Come Around,11192
2020-12-21 23:39,Snow Patrol,Chasing Cars,95789
2020-12-21 23:43,Miley Cyrus,Plastic Hearts,205733
2020-12-21 23:49,Miley Cyrus,Zombie (Live from the NIVA Save Our Stages Festival),290767
2020-12-21 23:53,Miley Cyrus,Golden G String,235746
2020-12-21 23:56,Miley Cyrus,WTF Do I Know,171800
2020-12-21 23:59,Miley Cyrus,Bad Karma (feat. Joan Jett),188200
2020-12-22 00:02,Miley Cyrus,Never Be Me,215520
2020-12-22 00:06,Miley Cyrus,High,196760
2020-12-22 00:08,Miley Cyrus,Hate Me,157800
2020-12-22 00:12,Miley Cyrus,Night Crawling (feat. Billy Idol),10331
2020-12-22 00:12,Miley Cyrus,Midnight Sky,223280
2020-12-22 00:15,Trey Lewis,Dicked Down in Dallas,201350
2020-12-22 00:16,Trey Lewis,Dicked Down in Dallas,15558
2020-12-22 00:20,The Offspring,Self Esteem,257760
2020-12-22 00:23,Panic! At The Disco,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,200226
2020-12-22 00:28,Red Hot Chili Peppers,Under the Bridge,57669
2020-12-22 00:31,Red Hot Chili Peppers,Under the Bridge,206630
